technique_id,is_subtechnique,technique,tactic,platform,data_source,data_component,relationship_id,name,source,relationship,target,event_id,event_name,event_platform,audit_category,audit_sub_category,channel,log_source,filter_in,event_identity,source_identity,evidence_degree,evidence_score,evidence_confidence_reason,telemetry_specificity_score,filter_specificity_score,completeness_score,relationship_strength
T1560.001,True,archive via utility,collection,"Linux, macOS, Windows",process,process creation,REL-2022-0175,Process created Process,process,created,process,1,process creation.,linux,ProcessCreate,,,sysmon,,linux|sysmon|1|process creation.,linux|process|process creation,162,0.0847,"Evidence score 0.08: this telemetry is shared with 161 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source.",0.09284766908852593,0.1,0.8421052631578947,0.2448448871758419
T1560.001,True,archive via utility,collection,"Linux, macOS, Windows",process,process creation,REL-2022-0175,Process created Process,process,created,process,DeviceProcessEvents,deviceprocessevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""ProcessCreated""}",windows|microsoft defender for endpoint|DeviceProcessEvents|deviceprocessevents,windows|process|process creation,248,0.018,"Evidence score 0.02: this telemetry is shared with 247 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source.",0.07352146220938077,0.42,0.8421052631578947,0.33118178373626933
T1560.001,True,archive via utility,collection,"Linux, macOS, Windows",command,command execution,REL-2022-0018,User executed Command,user,executed,command,4688,a new process has been created.,windows,Detailed Tracking,Process Creation,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|4688|a new process has been created.,windows|command|command execution,248,0.018,"Evidence score 0.02: this telemetry is shared with 247 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source.",0.06788442333021306,0.1,0.956140350877193,0.25517028184054513
T1560.001,True,archive via utility,collection,"Linux, macOS, Windows",command,command execution,REL-2022-0018,User executed Command,user,executed,command,1,process creation.,windows,ProcessCreate,,microsoft-windows-sysmon/operational,microsoft-windows-sysmon,,windows|microsoft-windows-sysmon|1|process creation.,windows|command|command execution,248,0.018,"Evidence score 0.02: this telemetry is shared with 247 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source.",0.06788442333021306,0.1,0.912280701754386,0.24639835201598373
T1560.001,True,archive via utility,collection,"Linux, macOS, Windows",command,command execution,REL-2022-0018,User executed Command,user,executed,command,4103,module logging.,windows,,,microsoft-windows-powershell/operational,microsoft-windows-powershell,,windows|microsoft-windows-powershell|4103|module logging.,windows|command|command execution,225,0.0333,"Evidence score 0.03: this telemetry is shared with 224 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source.",0.06788442333021306,0.1,0.868421052631579,0.23762642219142233
T1560.001,True,archive via utility,collection,"Linux, macOS, Windows",command,command execution,REL-2022-0018,User executed Command,user,executed,command,DeviceProcessEvents,deviceprocessevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""ProcessCreated""}",windows|microsoft defender for endpoint|DeviceProcessEvents|deviceprocessevents,windows|command|command execution,248,0.018,"Evidence score 0.02: this telemetry is shared with 247 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source.",0.06788442333021306,0.42,0.8421052631578947,0.3283632642966855
T1560.001,True,archive via utility,collection,"Linux, macOS, Windows",command,command execution,REL-2022-0131,Process executed Command,process,executed,command,4688,a new process has been created.,windows,Detailed Tracking,Process Creation,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|4688|a new process has been created.,windows|command|command execution,248,0.018,"Evidence score 0.02: this telemetry is shared with 247 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source.",0.06788442333021306,0.1,0.956140350877193,0.25517028184054513
T1560.001,True,archive via utility,collection,"Linux, macOS, Windows",command,command execution,REL-2022-0131,Process executed Command,process,executed,command,1,process creation.,windows,ProcessCreate,,microsoft-windows-sysmon/operational,microsoft-windows-sysmon,,windows|microsoft-windows-sysmon|1|process creation.,windows|command|command execution,248,0.018,"Evidence score 0.02: this telemetry is shared with 247 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source.",0.06788442333021306,0.1,0.912280701754386,0.24639835201598373
T1560.001,True,archive via utility,collection,"Linux, macOS, Windows",command,command execution,REL-2022-0131,Process executed Command,process,executed,command,1,process creation.,linux,ProcessCreate,,,sysmon,,linux|sysmon|1|process creation.,linux|command|command execution,162,0.0847,"Evidence score 0.08: this telemetry is shared with 161 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source.",0.0827605888602368,0.1,0.8421052631578947,0.23980134706169734
T1560.001,True,archive via utility,collection,"Linux, macOS, Windows",command,command execution,REL-2022-0131,Process executed Command,process,executed,command,4103,module logging.,windows,,,microsoft-windows-powershell/operational,microsoft-windows-powershell,,windows|microsoft-windows-powershell|4103|module logging.,windows|command|command execution,225,0.0333,"Evidence score 0.03: this telemetry is shared with 224 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source.",0.06788442333021306,0.1,0.868421052631579,0.23762642219142233
T1560.001,True,archive via utility,collection,"Linux, macOS, Windows",command,command execution,REL-2022-0131,Process executed Command,process,executed,command,DeviceProcessEvents,deviceprocessevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""ProcessCreated""}",windows|microsoft defender for endpoint|DeviceProcessEvents|deviceprocessevents,windows|command|command execution,248,0.018,"Evidence score 0.02: this telemetry is shared with 247 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source.",0.06788442333021306,0.42,0.8421052631578947,0.3283632642966855
T1560,,archive collected data,collection,"Linux, macOS, Windows",process,process creation,REL-2022-0146,User created Process,user,created,process,4688,a new process has been created.,windows,Detailed Tracking,Process Creation,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|4688|a new process has been created.,windows|process|process creation,248,0.0169,"Evidence score 0.02: this telemetry is shared with 247 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source.",0.07352146220938077,0.1,0.956140350877193,0.257988801280129
T1560,,archive collected data,collection,"Linux, macOS, Windows",process,process creation,REL-2022-0146,User created Process,user,created,process,1,process creation.,windows,ProcessCreate,,microsoft-windows-sysmon/operational,microsoft-windows-sysmon,,windows|microsoft-windows-sysmon|1|process creation.,windows|process|process creation,248,0.0169,"Evidence score 0.02: this telemetry is shared with 247 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source.",0.07352146220938077,0.1,0.912280701754386,0.2492168714555676
T1560,,archive collected data,collection,"Linux, macOS, Windows",process,process creation,REL-2022-0146,User created Process,user,created,process,1,process creation.,linux,ProcessCreate,,,sysmon,,linux|sysmon|1|process creation.,linux|process|process creation,162,0.0825,"Evidence score 0.08: this telemetry is shared with 161 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source.",0.09284766908852593,0.1,0.8421052631578947,0.2448448871758419
T1560,,archive collected data,collection,"Linux, macOS, Windows",process,process creation,REL-2022-0146,User created Process,user,created,process,DeviceProcessEvents,deviceprocessevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""ProcessCreated""}",windows|microsoft defender for endpoint|DeviceProcessEvents|deviceprocessevents,windows|process|process creation,248,0.0169,"Evidence score 0.02: this telemetry is shared with 247 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source.",0.07352146220938077,0.42,0.8421052631578947,0.33118178373626933
T1560,,archive collected data,collection,"Linux, macOS, Windows",process,process creation,REL-2022-0153,Process created Thread,process,created,thread,8,createremotethread.,windows,CreateRemoteThread,,microsoft-windows-sysmon/operational,microsoft-windows-sysmon,,windows|microsoft-windows-sysmon|8|createremotethread.,windows|process|process creation,224,0.0326,"Evidence score 0.03: this telemetry is shared with 223 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source.",0.07352146220938077,0.1,0.912280701754386,0.2492168714555676
T1560,,archive collected data,collection,"Linux, macOS, Windows",process,process creation,REL-2022-0153,Process created Thread,process,created,thread,DeviceEvents,deviceevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""CreateRemoteThreadApiCall""}",windows|microsoft defender for endpoint|DeviceEvents|deviceevents,windows|process|process creation,270,0.0038,"Evidence score 0.00: this telemetry is shared with 269 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source.",0.07352146220938077,0.52,0.8421052631578947,0.3611817837362693
T1560,,archive collected data,collection,"Linux, macOS, Windows",process,process creation,REL-2022-0175,Process created Process,process,created,process,4688,a new process has been created.,windows,Detailed Tracking,Process Creation,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|4688|a new process has been created.,windows|process|process creation,248,0.0169,"Evidence score 0.02: this telemetry is shared with 247 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source.",0.07352146220938077,0.1,0.956140350877193,0.257988801280129
T1560,,archive collected data,collection,"Linux, macOS, Windows",process,process creation,REL-2022-0175,Process created Process,process,created,process,1,process creation.,windows,ProcessCreate,,microsoft-windows-sysmon/operational,microsoft-windows-sysmon,,windows|microsoft-windows-sysmon|1|process creation.,windows|process|process creation,248,0.0169,"Evidence score 0.02: this telemetry is shared with 247 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source.",0.07352146220938077,0.1,0.912280701754386,0.2492168714555676
T1560,,archive collected data,collection,"Linux, macOS, Windows",process,process creation,REL-2022-0175,Process created Process,process,created,process,1,process creation.,linux,ProcessCreate,,,sysmon,,linux|sysmon|1|process creation.,linux|process|process creation,162,0.0825,"Evidence score 0.08: this telemetry is shared with 161 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source.",0.09284766908852593,0.1,0.8421052631578947,0.2448448871758419
T1560,,archive collected data,collection,"Linux, macOS, Windows",process,process creation,REL-2022-0175,Process created Process,process,created,process,DeviceProcessEvents,deviceprocessevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""ProcessCreated""}",windows|microsoft defender for endpoint|DeviceProcessEvents|deviceprocessevents,windows|process|process creation,248,0.0169,"Evidence score 0.02: this telemetry is shared with 247 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source.",0.07352146220938077,0.42,0.8421052631578947,0.33118178373626933
T1560,,archive collected data,collection,"Linux, macOS, Windows",script,script execution,REL-2022-0066,Process executed Script,process,executed,script,4103,module logging.,windows,,,microsoft-windows-powershell/operational,microsoft-windows-powershell,,windows|microsoft-windows-powershell|4103|module logging.,windows|script|script execution,225,0.0319,"Evidence score 0.03: this telemetry is shared with 224 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source.",0.19245008972987526,0.1,0.868421052631579,0.29990925539125346
T1560,,archive collected data,collection,"Linux, macOS, Windows",script,script execution,REL-2022-0066,Process executed Script,process,executed,script,4104,script block logging.,windows,,,microsoft-windows-powershell/operational,microsoft-windows-powershell,,windows|microsoft-windows-powershell|4104|script block logging.,windows|script|script execution,27,0.3554,"Evidence score 0.36: this telemetry is shared with 26 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source.",0.19245008972987526,0.1,0.868421052631579,0.29990925539125346
T1560,,archive collected data,collection,"Linux, macOS, Windows",script,script execution,REL-2022-0066,Process executed Script,process,executed,script,DeviceEvents,deviceevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""ScriptContent""}",windows|microsoft defender for endpoint|DeviceEvents|deviceevents,windows|script|script execution,270,0.0038,"Evidence score 0.00: this telemetry is shared with 269 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source.",0.19245008972987526,0.42,0.8421052631578947,0.3906460974965166
T1560,,archive collected data,collection,"Linux, macOS, Windows",script,script execution,REL-2022-0066,Process executed Script,process,executed,script,DeviceEvents,deviceevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""PowerShellCommand""}",windows|microsoft defender for endpoint|DeviceEvents|deviceevents,windows|script|script execution,270,0.0038,"Evidence score 0.00: this telemetry is shared with 269 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source.",0.19245008972987526,0.42,0.8421052631578947,0.3906460974965166
T1560,,archive collected data,collection,"Linux, macOS, Windows",script,script execution,REL-2022-0066,Process executed Script,process,executed,script,DeviceEvents,deviceevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""AmsiScriptDetection""}",windows|microsoft defender for endpoint|DeviceEvents|deviceevents,windows|script|script execution,270,0.0038,"Evidence score 0.00: this telemetry is shared with 269 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source.",0.19245008972987526,0.42,0.8421052631578947,0.3906460974965166
T1560,,archive collected data,collection,"Linux, macOS, Windows",command,command execution,REL-2022-0018,User executed Command,user,executed,command,4688,a new process has been created.,windows,Detailed Tracking,Process Creation,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|4688|a new process has been created.,windows|command|command execution,248,0.0169,"Evidence score 0.02: this telemetry is shared with 247 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source.",0.06788442333021306,0.1,0.956140350877193,0.25517028184054513
T1560,,archive collected data,collection,"Linux, macOS, Windows",command,command execution,REL-2022-0018,User executed Command,user,executed,command,1,process creation.,windows,ProcessCreate,,microsoft-windows-sysmon/operational,microsoft-windows-sysmon,,windows|microsoft-windows-sysmon|1|process creation.,windows|command|command execution,248,0.0169,"Evidence score 0.02: this telemetry is shared with 247 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source.",0.06788442333021306,0.1,0.912280701754386,0.24639835201598373
T1560,,archive collected data,collection,"Linux, macOS, Windows",command,command execution,REL-2022-0018,User executed Command,user,executed,command,4103,module logging.,windows,,,microsoft-windows-powershell/operational,microsoft-windows-powershell,,windows|microsoft-windows-powershell|4103|module logging.,windows|command|command execution,225,0.0319,"Evidence score 0.03: this telemetry is shared with 224 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source.",0.06788442333021306,0.1,0.868421052631579,0.23762642219142233
T1560,,archive collected data,collection,"Linux, macOS, Windows",command,command execution,REL-2022-0018,User executed Command,user,executed,command,DeviceProcessEvents,deviceprocessevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""ProcessCreated""}",windows|microsoft defender for endpoint|DeviceProcessEvents|deviceprocessevents,windows|command|command execution,248,0.0169,"Evidence score 0.02: this telemetry is shared with 247 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source.",0.06788442333021306,0.42,0.8421052631578947,0.3283632642966855
T1560,,archive collected data,collection,"Linux, macOS, Windows",command,command execution,REL-2022-0131,Process executed Command,process,executed,command,4688,a new process has been created.,windows,Detailed Tracking,Process Creation,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|4688|a new process has been created.,windows|command|command execution,248,0.0169,"Evidence score 0.02: this telemetry is shared with 247 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source.",0.06788442333021306,0.1,0.956140350877193,0.25517028184054513
T1560,,archive collected data,collection,"Linux, macOS, Windows",command,command execution,REL-2022-0131,Process executed Command,process,executed,command,1,process creation.,windows,ProcessCreate,,microsoft-windows-sysmon/operational,microsoft-windows-sysmon,,windows|microsoft-windows-sysmon|1|process creation.,windows|command|command execution,248,0.0169,"Evidence score 0.02: this telemetry is shared with 247 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source.",0.06788442333021306,0.1,0.912280701754386,0.24639835201598373
T1560,,archive collected data,collection,"Linux, macOS, Windows",command,command execution,REL-2022-0131,Process executed Command,process,executed,command,1,process creation.,linux,ProcessCreate,,,sysmon,,linux|sysmon|1|process creation.,linux|command|command execution,162,0.0825,"Evidence score 0.08: this telemetry is shared with 161 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source.",0.0827605888602368,0.1,0.8421052631578947,0.23980134706169734
T1560,,archive collected data,collection,"Linux, macOS, Windows",command,command execution,REL-2022-0131,Process executed Command,process,executed,command,4103,module logging.,windows,,,microsoft-windows-powershell/operational,microsoft-windows-powershell,,windows|microsoft-windows-powershell|4103|module logging.,windows|command|command execution,225,0.0319,"Evidence score 0.03: this telemetry is shared with 224 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source.",0.06788442333021306,0.1,0.868421052631579,0.23762642219142233
T1560,,archive collected data,collection,"Linux, macOS, Windows",command,command execution,REL-2022-0131,Process executed Command,process,executed,command,DeviceProcessEvents,deviceprocessevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""ProcessCreated""}",windows|microsoft defender for endpoint|DeviceProcessEvents|deviceprocessevents,windows|command|command execution,248,0.0169,"Evidence score 0.02: this telemetry is shared with 247 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source.",0.06788442333021306,0.42,0.8421052631578947,0.3283632642966855
T1560,,archive collected data,collection,"Linux, macOS, Windows",file,file creation,REL-2022-0043,User created File,user,created,file,11,filecreate.,linux,FileCreate,,,sysmon,,linux|sysmon|11|filecreate.,linux|file|file creation,50,0.2625,"Evidence score 0.26: this telemetry is shared with 49 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source.",0.1414213562373095,0.1,0.8421052631578947,0.26913173075023367
T1560,,archive collected data,collection,"Linux, macOS, Windows",file,file creation,REL-2022-0043,User created File,user,created,file,DeviceFileEvents,devicefileevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""FileCreated""}",windows|microsoft defender for endpoint|DeviceFileEvents|devicefileevents,windows|file|file creation,103,0.1521,"Evidence score 0.15: this telemetry is shared with 102 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source.",0.11785113019775793,0.42,0.8421052631578947,0.35334661773045795
T1560,,archive collected data,collection,"Linux, macOS, Windows",file,file creation,REL-2022-0043,User created File,user,created,file,4663,an attempt was made to access an object.,windows,Object Access,File System,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|4663|an attempt was made to access an object.,windows|file|file creation,130,0.1164,"Evidence score 0.12: this telemetry is shared with 129 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source.",0.11785113019775793,0.1,0.956140350877193,0.2801536352743176
T1560,,archive collected data,collection,"Linux, macOS, Windows",file,file creation,REL-2022-0181,Process created File,process,created,file,11,filecreate,windows,FileCreate,,microsoft-windows-sysmon/operational,microsoft-windows-sysmon,,windows|microsoft-windows-sysmon|11|filecreate,windows|file|file creation,72,0.207,"Evidence score 0.21: this telemetry is shared with 71 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source.",0.11785113019775793,0.1,0.912280701754386,0.27138170544975615
T1560,,archive collected data,collection,"Linux, macOS, Windows",file,file creation,REL-2022-0181,Process created File,process,created,file,11,filecreate,linux,FileCreate,,,sysmon,,linux|sysmon|11|filecreate,linux|file|file creation,50,0.2625,"Evidence score 0.26: this telemetry is shared with 49 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source.",0.1414213562373095,0.1,0.8421052631578947,0.26913173075023367
T1560,,archive collected data,collection,"Linux, macOS, Windows",file,file creation,REL-2022-0181,Process created File,process,created,file,DeviceFileEvents,devicefileevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""FileCreated""}",windows|microsoft defender for endpoint|DeviceFileEvents|devicefileevents,windows|file|file creation,103,0.1521,"Evidence score 0.15: this telemetry is shared with 102 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source.",0.11785113019775793,0.42,0.8421052631578947,0.35334661773045795
T1560,,archive collected data,collection,"Linux, macOS, Windows",file,file creation,REL-2022-0181,Process created File,process,created,file,4663,an attempt was made to access an object.,windows,Object Access,File System,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|4663|an attempt was made to access an object.,windows|file|file creation,130,0.1164,"Evidence score 0.12: this telemetry is shared with 129 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source.",0.11785113019775793,0.1,0.956140350877193,0.2801536352743176
T1003.008,True,/etc/passwd and /etc/shadow,credential-access,Linux,command,command execution,REL-2022-0131,Process executed Command,process,executed,command,1,process creation.,linux,ProcessCreate,,,sysmon,,linux|sysmon|1|process creation.,linux|command|command execution,162,0.3725,"Evidence score 0.37: this telemetry is shared with 161 other techniques, so it has low discriminative power on its own; it's also one of the primary evidence sources available for this technique.",0.0827605888602368,0.1,0.8421052631578947,0.23980134706169734
T1003.001,True,lsass memory,credential-access,Windows,command,command execution,REL-2022-0018,User executed Command,user,executed,command,4688,a new process has been created.,windows,Detailed Tracking,Process Creation,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|4688|a new process has been created.,windows|command|command execution,248,0.0184,"Evidence score 0.02: this telemetry is shared with 247 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source.",0.06788442333021306,0.1,0.956140350877193,0.25517028184054513
T1003.001,True,lsass memory,credential-access,Windows,command,command execution,REL-2022-0018,User executed Command,user,executed,command,1,process creation.,windows,ProcessCreate,,microsoft-windows-sysmon/operational,microsoft-windows-sysmon,,windows|microsoft-windows-sysmon|1|process creation.,windows|command|command execution,248,0.0184,"Evidence score 0.02: this telemetry is shared with 247 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source.",0.06788442333021306,0.1,0.912280701754386,0.24639835201598373
T1003.001,True,lsass memory,credential-access,Windows,command,command execution,REL-2022-0018,User executed Command,user,executed,command,4103,module logging.,windows,,,microsoft-windows-powershell/operational,microsoft-windows-powershell,,windows|microsoft-windows-powershell|4103|module logging.,windows|command|command execution,225,0.0337,"Evidence score 0.03: this telemetry is shared with 224 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source.",0.06788442333021306,0.1,0.868421052631579,0.23762642219142233
T1003.001,True,lsass memory,credential-access,Windows,command,command execution,REL-2022-0018,User executed Command,user,executed,command,DeviceProcessEvents,deviceprocessevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""ProcessCreated""}",windows|microsoft defender for endpoint|DeviceProcessEvents|deviceprocessevents,windows|command|command execution,248,0.0184,"Evidence score 0.02: this telemetry is shared with 247 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source.",0.06788442333021306,0.42,0.8421052631578947,0.3283632642966855
T1003.001,True,lsass memory,credential-access,Windows,command,command execution,REL-2022-0131,Process executed Command,process,executed,command,4688,a new process has been created.,windows,Detailed Tracking,Process Creation,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|4688|a new process has been created.,windows|command|command execution,248,0.0184,"Evidence score 0.02: this telemetry is shared with 247 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source.",0.06788442333021306,0.1,0.956140350877193,0.25517028184054513
T1003.001,True,lsass memory,credential-access,Windows,command,command execution,REL-2022-0131,Process executed Command,process,executed,command,1,process creation.,windows,ProcessCreate,,microsoft-windows-sysmon/operational,microsoft-windows-sysmon,,windows|microsoft-windows-sysmon|1|process creation.,windows|command|command execution,248,0.0184,"Evidence score 0.02: this telemetry is shared with 247 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source.",0.06788442333021306,0.1,0.912280701754386,0.24639835201598373
T1003.001,True,lsass memory,credential-access,Windows,command,command execution,REL-2022-0131,Process executed Command,process,executed,command,4103,module logging.,windows,,,microsoft-windows-powershell/operational,microsoft-windows-powershell,,windows|microsoft-windows-powershell|4103|module logging.,windows|command|command execution,225,0.0337,"Evidence score 0.03: this telemetry is shared with 224 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source.",0.06788442333021306,0.1,0.868421052631579,0.23762642219142233
T1003.001,True,lsass memory,credential-access,Windows,command,command execution,REL-2022-0131,Process executed Command,process,executed,command,DeviceProcessEvents,deviceprocessevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""ProcessCreated""}",windows|microsoft defender for endpoint|DeviceProcessEvents|deviceprocessevents,windows|command|command execution,248,0.0184,"Evidence score 0.02: this telemetry is shared with 247 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source.",0.06788442333021306,0.42,0.8421052631578947,0.3283632642966855
T1003.001,True,lsass memory,credential-access,Windows,process,os api execution,REL-2022-0150,Process executed Api call,process,executed,api call,8,createremotethread.,windows,CreateRemoteThread,,microsoft-windows-sysmon/operational,microsoft-windows-sysmon,,windows|microsoft-windows-sysmon|8|createremotethread.,windows|process|os api execution,224,0.0344,"Evidence score 0.03: this telemetry is shared with 223 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source.",0.11043152607484653,0.1,0.912280701754386,0.2676719033883005
T1003.001,True,lsass memory,credential-access,Windows,process,os api execution,REL-2022-0150,Process executed Api call,process,executed,api call,DeviceEvents,deviceevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""CreateRemoteThreadApiCall""}",windows|microsoft defender for endpoint|DeviceEvents|deviceevents,windows|process|os api execution,270,0.005,"Evidence score 0.01: this telemetry is shared with 269 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source.",0.11043152607484653,0.52,0.8421052631578947,0.3796368156690022
T1003.001,True,lsass memory,credential-access,Windows,process,process access,REL-2022-0006,User accessed Process,user,accessed,process,4663,an attempt was made to access an object.,windows,Object Access,Kernel Object,security,microsoft-windows-security-auditing,"{""ObjectType"": ""Process""}",windows|microsoft-windows-security-auditing|4663|an attempt was made to access an object.,windows|process|process access,130,0.1201,"Evidence score 0.12: this telemetry is shared with 129 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source.",0.23570226039551587,0.42,1.0,0.44385113019775796
T1003.001,True,lsass memory,credential-access,Windows,process,process access,REL-2022-0006,User accessed Process,user,accessed,process,DeviceEvents,deviceevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""OpenProcessApiCall""}",windows|microsoft defender for endpoint|DeviceEvents|deviceevents,windows|process|process access,270,0.005,"Evidence score 0.01: this telemetry is shared with 269 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source.",0.23570226039551587,0.42,0.8421052631578947,0.41227218282933686
T1003.001,True,lsass memory,credential-access,Windows,process,process access,REL-2022-0111,Process requested access to Process,process,requested access to,process,4656,a handle to an object was requested.,windows,Object Access,Kernel Object,security,microsoft-windows-security-auditing,"{""ObjectType"": ""Process""}",windows|microsoft-windows-security-auditing|4656|a handle to an object was requested.,windows|process|process access,59,0.2437,"Evidence score 0.24: this telemetry is shared with 58 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source.",0.23570226039551587,0.42,1.0,0.44385113019775796
T1003.001,True,lsass memory,credential-access,Windows,process,process access,REL-2022-0111,Process requested access to Process,process,requested access to,process,10,process access.,windows,ProcessAccess,,microsoft-windows-sysmon/operational,microsoft-windows-sysmon,,windows|microsoft-windows-sysmon|10|process access.,windows|process|process access,18,0.4258,"Evidence score 0.43: this telemetry is shared with 17 other techniques, giving it moderate specificity; relative to other evidence for this technique, it's a comparatively minor source.",0.23570226039551587,0.1,0.912280701754386,0.3303072705486351
